date,prodId,category,daily_sales_qty,currentQuantity,unitCost,incomingStock,lead_time_days,safety_stock
2026-04-23,ITM-004,Furniture,1,148,45,16,3,40
2026-04-23,ITM-003,Furniture,5,28,150,9,5,40
2026-04-23,ITM-002,Electronics,8,79,800,49,6,40
2026-04-23,ITM-005,Accessories,9,110,90,6,6,40
2026-04-23,ITM-010,Electronics,2,41,200,3,6,40
2026-04-23,ITM-001,Electronics,10,93,400,31,7,40
2026-04-23,ITM-009,Furniture,12,35,450,8,4,40
2026-04-23,ITM-007,Accessories,8,116,25,1,6,40
2026-04-23,ITM-006,Accessories,9,89,40,33,3,40
2026-04-24,ITM-004,Furniture,5,12,45,16,3,40
2026-04-24,ITM-003,Furniture,3,48,150,9,6,40
2026-04-24,ITM-002,Electronics,16,38,800,49,5,40
2026-04-24,ITM-005,Accessories,4,100,90,6,3,40
2026-04-24,ITM-010,Electronics,5,132,200,3,6,40
2026-04-24,ITM-001,Electronics,11,80,400,31,5,40
2026-04-24,ITM-009,Furniture,14,39,450,8,5,40
2026-04-24,ITM-007,Accessories,5,76,25,1,7,40
2026-04-24,ITM-006,Accessories,12,39,40,33,6,40
2026-04-25,ITM-008,Electronics,4,101,300,23,4,40
2026-04-25,ITM-004,Furniture,4,46,45,16,3,40
2026-04-25,ITM-003,Furniture,8,134,150,9,5,40
2026-04-25,ITM-002,Electronics,6,115,800,49,6,40
2026-04-25,ITM-005,Accessories,3,142,90,6,4,40
2026-04-25,ITM-010,Electronics,3,17,200,3,3,40
2026-04-25,ITM-001,Electronics,7,100,400,31,6,40
2026-04-25,ITM-009,Furniture,9,89,450,8,5,40
2026-04-25,ITM-007,Accessories,9,57,25,1,6,40
2026-04-26,ITM-004,Furniture,14,66,45,16,4,40
2026-04-26,ITM-001,Electronics,4,57,400,31,6,40
2026-04-26,ITM-009,Furniture,3,87,450,8,3,40
2026-04-26,ITM-006,Accessories,1,64,40,33,4,40
2026-04-27,ITM-008,Electronics,4,108,300,23,6,40
2026-04-27,ITM-004,Furniture,7,11,45,16,4,40
2026-04-27,ITM-002,Electronics,9,106,800,49,3,40
2026-04-27,ITM-005,Accessories,4,82,90,6,6,40
2026-04-27,ITM-010,Electronics,3,104,200,3,5,40
2026-04-27,ITM-007,Accessories,5,74,25,1,6,40
2026-04-28,ITM-008,Electronics,5,45,300,23,4,40
2026-04-28,ITM-004,Furniture,3,104,45,16,4,40
2026-04-28,ITM-003,Furniture,11,141,150,9,6,40
2026-04-28,ITM-002,Electronics,9,84,800,49,3,40
2026-04-28,ITM-005,Accessories,5,149,90,6,5,40
2026-04-28,ITM-010,Electronics,2,20,200,3,3,40
2026-04-28,ITM-001,Electronics,12,34,400,31,6,40
2026-04-28,ITM-009,Furniture,8,109,450,8,7,40
2026-04-28,ITM-007,Accessories,2,130,25,1,6,40
2026-04-28,ITM-006,Accessories,3,12,40,33,7,40
